name,address,postal
STANFORD MEDICAL CLINIC & SURGERY,"152 SERANGOON NORTH AVE 1, #01-308, Singapore 550152",550152
STANLEY EAR NOSE THROAT AND SINUS CENTRE,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #03-06, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
STARBITE DENTAL CENTRE,"211 HOUGANG STREET 21, #01-287, Singapore 530211",530211
STARCARE CLINIC AND SURGERY PTE. LTD.,"207 BUKIT BATOK ST 21, #01-108, Singapore 650207",650207
STARMED SPECIALIST CENTRE,"SUNGEI TENGAH LODGE 500 OLD CHOA CHU KANG ROAD, #01-68, SUNGEI TENGAH LODGE Singapore 698924",698924
STARMED SPECIALIST CENTRE,"MOUNT ELIZABETH HOSPITAL 3 MOUNT ELIZABETH, #12-14, MOUNT ELIZABETH HOSPITAL Singapore 228510",228510
STARMED SPECIALIST CENTRE PTE LTD,"12 FARRER PARK STATION ROAD, #01-05/06/07/08/09, Singapore 217565",217565
STAT MEDICAL CLINIC,"PPT LODGE 1B 2 SELETAR NORTH LINK, #01-41, PPT LODGE 1B Singapore 797601",797601
STAT MEDICAL CLINIC @ HOUGANG,"311 HOUGANG AVENUE 5, #01-183, Singapore 530311",530311
STELLAR MEDICAL AESTHETIC CLINIC LLP,"SQUARE 2, NOVENA MEDICAL CENTER 10 SINARAN DRIVE, #11-31, SQUARE 2, NOVENA MEDICAL CENTER Singapore 307506",307506
STEPHANIE HO DERMATOLOGY,"PACIFIC PLAZA 9 SCOTTS ROAD, #08-05, PACIFIC PLAZA Singapore 228210",228210
STEPHEN CHEW CENTRE FOR KIDNEY DISEASE AND HYPERTENSION PTE LTD,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #05-53, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623
STEPHEN LIM SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #16-15, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
STERLING CLINIC & SURGERY,"3 LOR LEW LIAN, #01-64, Singapore 531003",531003
STERLING FAMILY CLINIC,"84 BEDOK NORTH ST 4, #01-41, Singapore 460084",460084
STEVE SEAH EYE CENTER,"CAMDEN MEDICAL CENTRE 1 ORCHARD BOULEVARD, #16-01/02, CAMDEN MEDICAL CENTRE Singapore 248649",248649
STEVEN'S BABY & CHILD CLINIC,"MOUNT ALVERNIA MEDICAL CENTRE D 820 THOMSON ROAD, #06-54, MOUNT ALVERNIA MEDICAL CENTRE D Singapore 574623",574623
STEWARD CLINIC,"4A LOYANG LANE, #01-01, Singapore 508923",508923
STILL ROAD DENTAL SURGERY PTE LTD,"8 EUNOS CRESCENT, #01-2677, Singapore 400008",400008
STMICROELECTRONICS PTE LTD (MEDICAL CENTRE),18 ANG MO KIO INDUSTRIAL PARK 2 Singapore 569505,569505
STO+G LAPAROSCOPY & FERTILITY PRACTICE,"ROYAL SQUARE MEDICAL CENTRE 101 IRRAWADDY ROAD, #21-13, ROYAL SQUARE MEDICAL CENTRE Singapore 329565",329565
STO+G PRACTICE,"THOMSON MEDICAL CENTRE 339 THOMSON ROAD, #04-06A, THOMSON MEDICAL CENTRE Singapore 307677",307677
STO+G PRACTICE (PUNGGOL),"273C Punggol Place, #01-874, Singapore 828273",828273
"STOMACH, LIVER & BOWEL CLINIC","GLENEAGLES HOSPITAL ANNEXE BLOCK 6A NAPIER ROAD, #05-37, GLENEAGLES HOSPITAL ANNEXE BLOCK Singapore 258500",258500
STRAITS AESTHETIC,"Royal Square at Novena 101 IRRAWADDY ROAD, #16-06, Royal Square at Novena Singapore 329565",329565
STRAITS DENTAL GROUP,"International Building 360 Orchard Road, #04-01, International Building Singapore 238869",238869
STRAITS DENTAL GROUP (TS),"BREADTALK IHQ 30 TAI SENG STREET, #02-06, BREADTALK IHQ Singapore 534013",534013
STRAITS DENTAL GROUP CBP,"PLAZA 8 1 CHANGI BUSINESS PARK CRESCENT, #01-08, PLAZA 8 Singapore 486025",486025
STREET 11 CLINIC,"139 TAMPINES ST 11, #01-18, Singapore 521139",521139
STREET 21 CLINIC TAMPINES PTE. LTD.,"201B TAMPINES ST 21, #02-1097, Singapore 522201",522201
STUDENT HEALTH CENTRE,LEVEL 3 HEALTH PROMOTION BOARD 3 SECOND HOSPITAL AVE LEVEL 3 HEALTH PROMOTION BOARD Singapore 168937,168937
SUGINO INTERNATIONAL CLINIC,"Royal Square At Novena 101 IRRAWADDY ROAD, #10-11, Royal Square At Novena Singapore 329565",329565
SUMMIT MEDICAL CLINIC,"632 ANG MO KIO AVE 4, #01-956, Singapore 560632",560632
SUNBEAM MEDICAL CLINIC,"ANCHORVALE GARDENS 318B ANCHORVALE LINK, #01-257, ANCHORVALE GARDENS Singapore 542318",542318
SUNLOVE NEIGHBOURHOOD CLINIC,"557 ANG MO KIO AVENUE 10, #01-1874, Singapore 560557",560557
SUNNYVALE CLINIC & SURGERY,"498 JURONG WEST ST 41, #01-466, Singapore 640498",640498
SUNRISE GENERAL MEDICAL AND HEART SERVICES,"MULTI STOREY CAR PARK 365 SEMBAWANG CRESCENT, #01-02, MULTI STOREY CAR PARK Singapore 750365",750365
SUNSHINE CLINIC FAMILY PRACTICE & SURGERY,"445 TAMPINES STREET 42, #01-02, Singapore 520445",520445
SUNSHINE DENTAL,"WOODLANDS CIVIC CENTRE 900 SOUTH WOODLANDS DRIVE, #03-04, WOODLANDS CIVIC CENTRE Singapore 730900",730900
SUNSHINE FAMILY CLINIC,"491 JURONG WEST AVE 1, #01-153, Singapore 640491",640491
SUNWAY MEDICAL CENTRE,"Royal Square 101 IRRAWADDY ROAD, #09-01, Royal Square Singapore 329565",329565
SUPERSIGHT EYE AND LASIK CENTRE,"CONNEXION 1 FARRER PARK STATION ROAD, #15-03, CONNEXION Singapore 217562",217562
SUPREME DENTAL SURGERY,"157 Ang Mo Kio Avenue 4, #01-554, Singapore 560157",560157
SURGERY 'A' PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #12-12, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
SURGERY CENTRE FOR CHILDREN,"Mount Elizabeth Medical Centre 3 Mount Elizabeth, #10-08, Mount Elizabeth Medical Centre Singapore 228510",228510
SURGI-TEN SPECIALISTS,"CONNEXION 1 FARRER PARK STATION ROAD, #10-11, CONNEXION Singapore 217562",217562
SURGICAL ASSOCIATES,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #08-07, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
SUSAN QUEK HEART CARE CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #15-14, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
SUWANDI KO SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #10-14, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
SW1 CLINIC,"PARAGON 290 ORCHARD ROAD, #13-01 to 06, PARAGON Singapore 238859",238859
SW1 PLASTIC SURGERY,"PARAGON 290 ORCHARD ROAD, #13-01 to 06, PARAGON Singapore 238859",238859
SWAMI SURGERY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #03-03, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
SWENG PLASTIC AESTHETIC AND RECONSTRUCTIVE SURGERY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #08-08, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
SWISS CLINIC,"GUTHRIE HOUSE 1 FIFTH AVENUE, #01-01, GUTHRIE HOUSE Singapore 268802",268802
SY LIM CHILDREN'S CLINIC,"DELFI ORCHARD 402 ORCHARD RD, #05-18, DELFI ORCHARD Singapore 238876",238876
SYDNEY DENTAL CLINIC,"415 YISHUN AVENUE 11, #01-313, Singapore 760415",760415
SYMMETRY DENTOFACIAL AESTHETICS,"FARRER PARK MEDICAL CENTRE, CONNEXION 1 FARRER PARK STATION ROAD, #15-15, FARRER PARK MEDICAL CENTRE, CONNEXION Singapore 217562",217562
SYNERGY DENTAL SPECIALISTS,"CAPITOL PIAZZA 13 STAMFORD ROAD, #B2-36/37, CAPITOL PIAZZA Singapore 178905",178905
SYNERGY ORTHOPAEDIC GROUP,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #07-53, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623
SYNERGY ORTHOPAEDIC GROUP PTE. LTD.,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #06-59/60/61, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
SYY CLINIC,"71 LORONG 4 TOA PAYOH, #01-381, Singapore 310071",310071
T & T DENTAL SURGERY,"505B BISHAN STREET 11, #01-418, Singapore 572505",572505
T & T FAMILY HEALTH CLINIC & SURGERY,"NEW PARK SHOPPING ARCADE 181 KITCHENER ROAD, #01-14/15/16, NEW PARK SHOPPING ARCADE Singapore 208533",208533
T B LIM'S CLINIC FOR WOMEN,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #10-06, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
T C GOH MEDICAL & RESPIRATORY CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #10-01, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
T G NG KIDNEY & MEDICAL CENTRE,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #09-19, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
T M AUW CLINIC,"123 HOUGANG AVE 1, #01-1406, Singapore 530123",530123
T MEDICAL CLINIC,"115 CANBERRA WALK, #01-05, Singapore 750115",750115
T MEDICAL CLINIC (CITY GATE),"CITY GATE 371 BEACH ROAD, #02-01, CITY GATE Singapore 199597",199597
T MEDICAL CLINIC (KALLANG),"KALLANG HEIGHTS 5 UPPER BOON KENG ROAD, #01-14, KALLANG HEIGHTS Singapore 380005",380005
T S WONG CLINIC & SURGERY,"166 WOODLANDS ST 13, #02-523, Singapore 730166",730166
T32 DENTAL CENTRE,"CAMDEN MEDICAL CENTRE 1 ORCHARD BOULEVARD, #17-00, CAMDEN MEDICAL CENTRE Singapore 248649",248649
T32 DENTAL CENTRE AT FINANCIAL DISTRICT,"CAPITAGREEN 138 MARKET STREET, #02-01, CAPITAGREEN Singapore 048946",048946
T32 DENTAL PEARL,"JCUBE 2 JURONG EAST CENTRAL 1, #B1-15, JCUBE Singapore 609731",609731
T32 DENTAL PEARL @ MARINA,"ONE RAFFLES LINK 1 RAFFLES LINK, #01-03, ONE RAFFLES LINK Singapore 039393",039393
T32 DENTAL PEARL AT BEDOK PTE LTD,"208 NEW UPPER CHANGI ROAD, #01-661, Singapore 460208",460208
T32 DENTAL PEARL AT CLEMENTI,"447 CLEMENTI AVENUE 3, #01-199, Singapore 120447",120447
T32 JUNIOR CHILDREN'S DENTISTRY,"CAMDEN MEDICAL CENTRE 1 ORCHARD BOULEVARD, ##17-02, CAMDEN MEDICAL CENTRE Singapore 248649",248649
TAG DENTAL,"BEAUTY WORLD PLAZA 140 UPPER BUKIT TIMAH ROAD, #02-07/08, BEAUTY WORLD PLAZA Singapore 588176",588176
TAH CHONG DENTAL SURGERY PTE LTD,142 CHANGI RD Singapore 419724,419724
TAI DENTAL SURGERY (ANG MO KIO) PTE. LTD.,"416 ANG MO KIO AVE 10, #01-1001, Singapore 560416",560416
TAI DENTAL SURGERY (CHAI CHEE) PTE. LTD.,"25A CHAI CHEE RD, #01-465, Singapore 461025",461025
TAI DENTAL SURGERY (CITY PLAZA) PTE. LTD.,"CITY PLAZA 810 GEYLANG RD, #01-117, CITY PLAZA Singapore 409286",409286
TAI SENG CLINIC,"11 IRVING PLACE, #01-09/10, Singapore 369551",369551
TAL DIALYSIS @ CLEMENTI,"328 CLEMENTI AVENUE 2, #01-204, Singapore 120328",120328
TAMPINES CHINESE TEMPLE-NKF DIALYSIS CENTRE,"180 Pasir Ris St 11, #01-06, Singapore 510180",510180
TAMPINES CLINIC AND SURGERY PTE LTD,"139 TAMPINES ST 11, #01-10, Singapore 521139",521139
TAMPINES ENDOSCOPY & SURGERY CENTRE,"801 TAMPINES AVENUE 4, #01-273, Singapore 520801",520801
TAMPINES FAMILY MEDICINE CLINIC,"Our Tampines Hub 1 Tampines Walk, #03-34, Our Tampines Hub Singapore 528523",528523
TAMPINES MEDICAL CENTRE,"267 Tampines Street 21, #01-41, Singapore 520267",520267
TAMPINES MEDILIFE CLINIC,"801 TAMPINES AVE 4, #01-263, Singapore 520801",520801
TAMPINES WEST MEDICAL CLINIC,"TAMPINES POLYVIEW 801 TAMPINES AVENUE 4, #01-269, TAMPINES POLYVIEW Singapore 520801",520801
TAMPINES-HO DENTAL SURGERY,"801 TAMPINES AVENUE 4, #01-275, Singapore 520801",520801
TAN & KOH CLINIC & SURGERY,"121 Bedok Reservoir Rd, #01-196, Singapore 470121",470121
TAN & KOH CLINIC SURGERY,"374 BT BATOK WEST AVE 5 ST 31, #01-206, Singapore 650374",650374
TAN & YIK CLINIC & SURGERY,"116 Bishan Street 12, #01-36, Singapore 570116",570116
TAN CHUE TIN CLINIC PTE LTD,"THE PARAGON 290 ORCHARD ROAD, #09-07, THE PARAGON Singapore 238859",238859
TAN DENTAL SURGERY,"703 BEDOK RESERVOIR RD, #01-3500, Singapore 470703",470703
TAN LEE CLINIC & SURGERY,"446 PASIR RIS DR 6, #01-126, Singapore 510446",510446
TAN MEDICAL CLINIC PTE LTD,"339 ANG MO KIO AVE 1, #01-1583, Singapore 560339",560339
TAN MEDICARE CLINIC PTE LTD,"629 ANG MO KIO AVE 4, #01-986, Singapore 560629",560629
TAN PENG KOK UROLOGY,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #05-60, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623
TAN SIONG SAN SURGERY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #09-58, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
TAN UROLOGY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #05-03, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
"TAN YONG SENG HEART, LUNG & VASCULAR SURGERY PTE LTD","Gleneagles Medical Centre 6 Napier Road, #08-09, Gleneagles Medical Centre Singapore 258499",258499
TAN'S T & T CLINIC AND SURGERY,"BISHAN GREEN 152 BISHAN STREET 11, #01-213, BISHAN GREEN Singapore 570152",570152
TAN-TEOH CLINIC & SURGERY,"101 TOWNER RD, #01-216, Singapore 322101",322101
TAN-TEOH CLINIC & SURGERY (ANG MO KIO BRANCH),"302 ANG MO KIO AVE 3, #01-1846, Singapore 560302",560302
TANAMERA CLINIC,"73 BEDOK SOUTH AVE 3, #01-462, Singapore 460073",460073
TANG FAMILY CLINIC,84 Jalan Jurong Kechil Singapore 598593,598593
TANG MEDICAL & SURGERY PTE LTD,"8 JALAN BATU, #01-11, Singapore 431008",431008
TANG NEUROLOGY & MEDICAL CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #14-01, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
TANGLIN DENTAL @ BISHAN,"506 BISHAN STREET 11, #01-406, Singapore 570506",570506
TANGLIN DENTAL @ YISHUN,"JUNCTION NINE 18 YISHUN AVENUE 9, #01-38, JUNCTION NINE Singapore 768897",768897
TANGLIN DENTAL SURGEONS,"TANGLIN SHOPPING CENTRE 19 TANGLIN ROAD, #06-22, TANGLIN SHOPPING CENTRE Singapore 247909",247909
TANGLIN DIVISION CLINIC,"Tanglin Division Headquarters 21 KAMPONG JAVA ROAD, #01-01, Tanglin Division Headquarters Singapore 228892",228892
TANGLIN MEDICAL CLINIC,"TANGLIN SHOPPING CENTRE 19 TANGLIN RD, #06-16/17, TANGLIN SHOPPING CENTRE Singapore 247909",247909
TANGLIN TRUST SCHOOL CLINIC,95 PORTSDOWN ROAD Singapore 139299,139299
TANGS DENTAL GROUP,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #06-07, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
TANJONG PAGAR MEDICAL CLINIC,"1 TANJONG PAGAR PLAZA, #01-06, Singapore 082001",082001
TANNY CHAN / S P SNG WOMENS' CLINIC & SURGERY PTE LTD,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #06-10/11/12/13, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
TAY CHOON HYE - NKF DIALYSIS CENTRE,Level 3 NKF Centre 81 Kim Keat Road Level 3 NKF Centre Singapore 328836,328836
TAY CLINIC,494 GEYLANG RD Singapore 389452,389452
TAY DENTAL SURGERY PTE LTD,"BUKIT TIMAH PLAZA 1 JALAN ANAK BUKIT, #B1-11, BUKIT TIMAH PLAZA Singapore 588996",588996
TAY EYE SURGERY PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #06-58, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
TAY FAMILY CLINIC,"326 SERANGOON AVENUE 3, #01-376, Singapore 550326",550326
"TAY KHOON HEAN SURGERY GENERAL SURGERY, HEPATOBILIARY, PANCREATIC AND ADVANCED LAPAROSCOPIC SURGERY","GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #08-02, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
TAY MEDICAL CENTRE,"6 HOLLAND CLOSE, #01-28, Singapore 271006",271006
TAY ORTHOPAEDIC CLINIC PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #13-12, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
TAYKA MEDICAL,29A DESKER ROAD Singapore 209562,209562
TAYKA MEDICAL FAMILY CLINIC,"526 JURONG WEST STREET 52, #01-323, Singapore 640526",640526
TBTG AESTHETICS,"53 TRAS STREET, #02-01, Singapore 078992",078992
TC FAMILY CLINIC PTE LTD,"526 JURONG WEST ST 52, #01-325, Singapore 640526",640526
TEBAN DENTAL CENTRE PTE LTD,"61 TEBAN GARDENS ROAD, #01-08, Singapore 600061",600061
TEBAN GARDEN CLINIC,"TEBAN PLACE 61 TEBAN GARDENS RD, #01-01, TEBAN PLACE Singapore 600061",600061
TECK GHEE CLINIC (DR TAN YANG KHAI) PTE LTD,"451 ANG MO KIO AVENUE 10, #01-1765, Singapore 560451",560451
TECK GHEE CLINIC (DR. KOH),"451 ANG MO KIO AVE 10, #01-1765, Singapore 560451",560451
TEEHEE DENTAL WORKS,"TRIPLEONE SOMERSET 111 SOMERSET ROAD, #03-12, TRIPLEONE SOMERSET Singapore 238164",238164
TEETH @ TIONG BAHRU DENTAL CLINIC,"TIONG BAHRU VIEW 11A BOON TIONG ROAD, #01-12, TIONG BAHRU VIEW Singapore 161011",161011
TEETH. Q DENTAL SURGEONS @ FERNVALE WOODS,"455 SENGKANG WEST AVENUE, #01-09, Singapore 790455",790455
TEETH. Q DENTAL SURGEONS @ HOUGANG GREEN,"HOUGANG GREEN SHOPPING MALL 21 HOUGANG STREET 51, #01-21, HOUGANG GREEN SHOPPING MALL Singapore 538719",538719
TEETH. Q DENTAL SURGEONS @ MATILDA PORTICO,"218 SUMANG WALK, #01-02, Singapore 820218",820218
TEH LIP BIN GASTROENTEROLOGY AND MEDICAL CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #04-04, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
TEH'S CLINIC & SURGERY,"64 CIRCUIT ROAD, #01-339, Singapore 370064",370064
TEIN CLINIC & SURGERY,"124 HOUGANG AVE 1, #01-1434, Singapore 530124",530124
TEK DISPENSARY,"4 TOA PAYOH LOR 7, #01-115, Singapore 310004",310004
TEKKA CLINIC SURGERY,"668 CHANDER ROAD, #02-06, Singapore 210668",210668
TEMASEK CLINIC & SURGERY,"73 BEDOK SOUTH AVENUE 3, #01-460, Singapore 460073",460073
TEMASEK MEDICAL CENTRE,"883 WOODLANDS ST 82, #02-466, Singapore 730883",730883
TEMASEK MEDICAL CLINIC,"212 TOA PAYOH LOR 8, #01-41, Singapore 310212",310212
TENG CLINIC,"171 STIRLING ROAD, #01-1101, Singapore 140171",140171
TEO CLINIC & SURGERY PTE LTD,"352 CLEMENTI AVE 2, #01-111, Singapore 120352",120352
TEOH CLINIC FAMILY PRACTICE,"47 LORONG 6 TOA PAYOH, #01-142, Singapore 310047",310047
"TEOH COLON, RECTUM & GENERAL SURGERY","MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #05-04, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
TERRA MEDICAL CLINIC,"PACIFIC PLAZA 9 SCOTTS ROAD, #11-03, PACIFIC PLAZA Singapore 228210",228210
TES CLINIC FOR FACE & JAW,"LUCKY PLAZA 304 ORCHARD ROAD, #05-42, LUCKY PLAZA Singapore 238863",238863
TES CLINIC FOR FACE AND JAW,"LUCKY PLAZA 304 ORCHARD ROAD, #05-42, LUCKY PLAZA Singapore 238863",238863
TEXTILE CENTRE CLINIC,"TEXTILE CENTRE 200 JLN SULTAN, #01-31A/B/C, TEXTILE CENTRE Singapore 199018",199018
TH CHIA MEDICAL PRACTICE,"151 SERANGOON NORTH AVENUE 2, #01-19, Singapore 550151",550151
THAI SHEN FAMILY CLINIC PTE LTD,"84 BEDOK NORTH ST 4, #01-65, Singapore 460084",460084
THAM SIEW NEE SKIN CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #07-08, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
THE AESTHETIC & PLASTIC SURGERY CLINIC,"Gleneagles Medical Centre 6 Napier Road, #08-11/12, Gleneagles Medical Centre Singapore 258499",258499
THE AESTHETIC LOFT CLINIC,"SINGAPORE BUSINESS FEDERATION CENTER 160 ROBINSON ROAD, #03-13, SINGAPORE BUSINESS FEDERATION CENTER Singapore 068914",068914
THE AESTHETIC STUDIO CLINIC & SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #12-08, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
THE AESTHETICS CENTRE LASER AND MEDICAL AESTHETICS CLINIC,"GREAT WORLD CITY 1 KIM SENG PROMENADE, #01-33, GREAT WORLD CITY Singapore 237994",237994
THE AESTHETICS CLINIC,"Civil Service Club 91 Bukit Batok West Avenue 2, #05-02, Civil Service Club Singapore 659206",659206
THE AESTHETICS FIRM PTE. LTD.,"SINGAPORE BUSINESS FEDERATION CENTER 160 ROBINSON ROAD, #05-01, SINGAPORE BUSINESS FEDERATION CENTER Singapore 068914",068914
THE AESTHETICS MEDICAL CLINIC,"PARAGON 290 ORCHARD ROAD, #06-21, PARAGON Singapore 238859",238859
THE AIVEE CLINIC BY DR Z TEO,"PARAGON 290 ORCHARD ROAD, #11-04/05/06, PARAGON Singapore 238859",238859
THE ANAESTHETIC CLINIC @ ALVERNIA,"MOUNT ALVERNIA HOSPITAL 820 THOMSON ROAD, #07-67, MOUNT ALVERNIA HOSPITAL Singapore 574623",574623
THE ARTHRITIS & RHEUMATOLOGY CLINIC,"MT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #07-45, MT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
THE ARTISAN CLINIC,"THE PARAGON 290 ORCHARD ROAD, #07-01, THE PARAGON Singapore 238859",238859
THE BABY & CHILD CLINIC,"644 BT BATOK CENTRAL, #01-66, Singapore 650644",650644
THE BALMORAL CLINIC,"LEISURE PARK KALLANG 5 STADIUM WALK, #02-21, LEISURE PARK KALLANG Singapore 397693",397693
THE BALMORAL CLINIC FAMILY MEDICINE,"BALMORAL PLAZA 271 BUKIT TIMAH RD, #02-12, BALMORAL PLAZA Singapore 259708",259708
THE BELLE CLINIC,"SINGAPORE BUSINESS FEDERATION CENTER 160 ROBINSON ROAD, #03-02, SINGAPORE BUSINESS FEDERATION CENTER Singapore 068914",068914
THE BISHAN FAMILY DOCTORS,"283 BISHAN ST 22, #01-181, Singapore 570283",570283
THE BONE AND JOINT CENTRE,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #14-15, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
THE BONHAM CLINIC,"100 PECK SEAH STREET, #11-16/17, Singapore 079333",079333
THE BRACES PRACTICE,HOLLAND VILLAGE 12A LORONG MAMBONG HOLLAND VILLAGE Singapore 277676,277676
THE BRAIN AND SPINE CLINIC,"GLENEAGLES HOSPITAL ANNEXE BLOCK 6A NAPIER ROAD, #03-38, GLENEAGLES HOSPITAL ANNEXE BLOCK Singapore 258500",258500
THE BREAST CANCER AND LYMPHOEDEMA CENTER,"CONNEXION 1 FARRER PARK STATION ROAD, #11-20, CONNEXION Singapore 217562",217562
THE BREAST CLINIC,"PARAGON 290 ORCHARD ROAD, #16-12, PARAGON Singapore 238859",238859
THE CANCER CENTRE,"PARAGON 290 ORCHARD ROAD, #17-05/06, PARAGON Singapore 238859",238859
THE CARDIAC CENTRE PTE LTD,"CONNEXION 1 FARRER PARK STATION ROAD, #07-17, CONNEXION Singapore 217562",217562
THE CARDIO CLINIC @ FARRER,"CONNEXION 1 FARRER PARK STATION ROAD, #12-07, CONNEXION Singapore 217562",217562
THE CARDIOLOGY PRACTICE,"FARRER PARK MEDICAL CENTRE 1 FARRER PARK STATION ROAD, #08-01, FARRER PARK MEDICAL CENTRE Singapore 217562",217562
THE CHEERY CHILD CLINIC,"THE MIDTOWN 1187 UPPER SERANGOON ROAD, #02-20, THE MIDTOWN Singapore 533971",533971
THE CHELSEA CLINIC,"WHEELOCK PLACE 501 ORCHARD ROAD, #05-08A, WHEELOCK PLACE Singapore 238880",238880
THE CHELSEA CLINIC (ROCHESTER),"THE ROCHESTER 35 ROCHESTER DRIVE, #03-21, THE ROCHESTER Singapore 138639",138639
THE CHEST AND INTERNAL MEDICINE CLINIC,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #10-25, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
THE CHILD AND ALLERGY CLINIC,"Mt Elizabeth Medical Centre 3 Mount Elizabeth, #11-11, Mt Elizabeth Medical Centre Singapore 228510",228510
THE CHILDREN'S ENT CENTRE,"MOUNT ALVERNIA MEDICAL CENTRE 820 THOMSON ROAD, #07-65, MOUNT ALVERNIA MEDICAL CENTRE Singapore 574623",574623
THE CHILDREN'S EYE AND ENT CENTRE,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #10-21/39/40, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
THE CHONG FAMILY CLINIC PTE LTD,"442 CLEMENTI AVENUE 3, #01-113, Singapore 120442",120442
THE CHUNGKIAW FAMILY PRACTICE PTE LTD,"ANG MO KIO THYE HUA KWAN HOSPITAL 17 ANG MO KIO AVE 9, #01-06, ANG MO KIO THYE HUA KWAN HOSPITAL Singapore 569766",569766
THE CIVIC CLINIC,"537 BEDOK NORTH ST 3, #01-515, Singapore 460537",460537
THE CLIFFORD CLINIC,"Clifford Centre 24 Raffles Place, #01-03, Clifford Centre Singapore 048621",048621
THE CLIFFORD SURGERY,"CLIFFORD CENTRE 24 RAFFLES PLACE, #01-05, CLIFFORD CENTRE Singapore 048621",048621
