tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy,pg_vacancy,n1_vacancy,n2_vacancy,k1_vacancy,k2_vacancy,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
"na","ST0065","PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH BLK 41 (CC)","ST","PAP Community Foundation","CC","68960563","AR.CC.41@pcf.org.sg","41,TEBAN GARDENS ROAD,#01-352,600041","600041","na","Within 1 Year","More than 1 Year","Immediate","More than 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","ST0058","PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 337 (CC)","ST","PAP Community Foundation","CC","64834942","CB.CC.337@pcf.org.sg","337,SEMBAWANG CRESCENT,#01-174,750337","750337","www.pcf.org.sg","More than 1 Year","More than 1 Year","Within 1 Year","Immediate","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","ST0056","PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 108 (CC)","ST","PAP Community Foundation","CC","62464026","FS.CC.108@pcf.org.sg","108,BEDOK NORTH ROAD,#01-2222,460108","460108","na","Within 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","Within 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","ST0054","PCF SPARKLETOTS PRESCHOOL @ GEYLANG SERAI BLK 412 (CC)","ST","PAP Community Foundation","CC","67476280","GS.CC.412@pcf.org.sg","413,EUNOS ROAD 5,#01-84,400413","400413","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","ST0051","PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 264 (CC)","ST","PAP Community Foundation","CC","65632427","YH.CC.264@pcf.org.sg","264,JURONG EAST STREET 24,#01-523,600264","600264","na","na","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","ST0048","PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 404 (CC)","ST","PAP Community Foundation","CC","65641912","JT.CC.404@pcf.org.sg","404,JURONG WEST STREET 42,#01-575,640404","640404","na","na","Within 1 Year","Within 1 Year","Within 1 Year","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Tamil","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","ST0031","PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 44 (CC)","ST","PAP Community Foundation","CC","62704688","TB.CC.44@pcf.org.sg","44,TELOK BLANGAH DRIVE,#01-19,100044","100044","www.sparkletots.com.sg","Within 1 Year","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","ST0030","PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 419 (CC)","ST","PAP Community Foundation","CC","65665185","HN.CC.419@pcf.org.sg","419,BUKIT BATOK WEST AVENUE 2,#01-225,650419","650419","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","ST0029","PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 448 (CC)","ST","PAP Community Foundation","CC","67624336","KE.CC.448@pcf.org.sg","448,CHOA CHU KANG AVE 4,#01-285,680448","680448","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","ST0004","PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC)","ST","PAP Community Foundation","CC","68967110","BG.CC.395A@pcf.org.sg","395A,BUKIT BATOK WEST AVENUE 5,#05-01,651395","651395","na","na","na","na","na","na","na","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-21","na"
"na","PT8486","KINDERTOWN EDUCARE PTE. LTD.","PT","Private Operators","CC","63158732","valeriegan@kinderland.com.sg","363,LORONG BUANG KOK,547686","547686","www.kinderland.com.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-07-20","na"
"na","PT9500","ODYSSEY THE GLOBAL PRESCHOOL PTE. LTD.","PT","Private Operators","CC","65737848","LayHoonTeo@theodyssey.sg","50A,LLOYD ROAD,239128","239128","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","na","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-07-19","na"
"na","PT9473","PEGASUS INTERNATIONAL PRESCHOOL PTE LTD","PT","Private Operators","CC","62918286","SGPEGASUS@GMAIL.COM","72,KENG LEE ROAD,#02-01,219248","219248","na","na","na","na","na","na","na","No Pork No Lard with No Beef (from Non-Halal Sources)","Others: Japanese","No","07:00-19:00","na","na","No","Yes","Yes","No","2020-07-17","na"
"na","PT9074","MINDCHAMPS PRESCHOOL @ BEDOK PTE. LTD.","PT","Private Operators","CC","64454567","rosalindpoh@mindchamps.org","750C,CHAI CHEE ROAD,#01-01,TECHNOPARK @ CHAI CHEE,469003","469003","na","na","na","na","na","na","na","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","Yes","2020-07-17","na"
"na","PT9589","White Lodge Kindergarten Phoenix Park Pte Ltd","PT","Private Operators","KN","62554230","ganesh@whitelodge.edu.sg","310,TANGLIN ROAD,247975","247975","www.whitelodge.edu.sg","na","na","na","na","na","na","na","Chinese","No","09:00-14:15","na","na","No","No","Yes","Yes","2020-07-17","na"
"na","PT7110","ETONHOUSE PRE-SCHOOL PTE LTD","PT","Private Operators","CC","62211050","munia.ahmed@etonhouse.edu.sg","11,UNITY STREET,#02-20,ROBERTSON WALK,237995","237995","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Others: Japanese","No","07:00-19:00","na","na","No","Yes","Yes","Yes","2020-07-16","na"
"na","PT8965","NISSI CHILDCARE @ PASIR RIS PTE. LTD.","PT","Private Operators","CC","65852728","NISSICHILDCARE.PR@GMAIL.COM","443,PASIR RIS DRIVE 6,#03-02,510443","510443","na","na","na","na","na","na","na","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-07-14","na"
"na","PT8852","ARTS JUNIOR MONTESSORI LLP","PT","Private Operators","CC","62721332","info@artsjuniormontessori.com","11,CHANG CHARN ROAD,#02-02,SHRIRO HOUSE,159640","159640","https://www.artsjuniormontessori.com/","Immediate","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Others: japanese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","Yes","2020-07-14","na"
"na","PT8717","CHILDFIRST","PT","Private Operators","CC","64404466","MOUNTBATTEN@CHILDFIRST.COM.SG","229,MOUNTBATTEN ROAD,#01-32,MOUNTBATTEN SQUARE,398007","398007","http://www.childfirst.com.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","Yes","Yes","Yes","2020-07-14","na"
"na","PT8803","THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD","PT","Private Operators","CC","69042129","felicia.yan@littleskoolhouse.com","2,Alexandra Road,#01-03A,Delta House,159919","159919","www.littleskoolhouse.com","na","Immediate","Within 1 Year","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","na","na","No","No","Yes","Yes","2020-07-14","na"
"na","PT9592","WHITE LODGE BUKIT TIMAH PTE LTD","PT","Private Operators","KN","64688846","bt@whitelodge.edu.sg","39,LINDEN DRIVE,RAFFLES PARK,288712","288712","www.whitelodge.edu.sg","na","na","na","na","na","na","na","Chinese","No","09:00-13:15","na","na","No","No","Yes","Yes","2020-07-14","na"
"na","PT8642","SDM - ICHIBAN PRESCHOOL PTE LTD","PT","Private Operators","CC","67953158","ichibanyunnanchildcare@gmail.com","51,YUNNAN CRESCENT,638350","638350","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-07-14","na"
"na","PT9644","SAFARI HOUSE PRESCHOOL SENGKANG","PT","Private Operators","CC","98176342","VINCENT@ZOO-PHONICS.COM.SG","21,FERNVALE ROAD,#01-01,HIGH PARK RESIDENCES,797637","797637","na","na","na","na","na","na","na","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","na","No","07:00-19:00","09:00-13:00","Partner Operator Scheme","No","No","Yes","No","2020-07-13","na"
"na","PT9527","BUCKET HOUSE PRESCHOOL","PT","Private Operators","CC","69098373","ENQUIRY@BUCKETHOUSEPRESCHOOL.COM","39,WOODLANDS CLOSE,#01-62,MEGA@WOODLANDS,737856","737856","www.buckethousepreschool.com","na","Immediate","Within 1 Year","Immediate","Immediate","Within 1 Year","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","na","na","No","Yes","Yes","No","2020-07-13","na"
"na","PT9583","QUAYSIDE ISLE PREPARATORY SCHOOL","PT","Private Operators","KN","62357527","oprokazova@quips.edu.sg","31,OCEAN WAY,#01-17,QUAYSIDE ISLE,098375","098375","http://www.quips.edu.sg/","na","na","na","na","na","na","na","Chinese","No","09:00-14:00","na","na","No","No","Yes","Yes","2020-07-13","na"
"na","PT9384","MULBERRY MARYMOUNT PTE LTD","PT","Private Operators","CC","62663239","DANIEL.SIM@MULBERRYLEARNING.COM","38,JALAN PEMIMPIN,#01-05,WISDOM INDUSTRIAL BUILDING,577178","577178","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","na","na","No","No","Yes","Yes","2020-07-13","na"
"na","PT9253","MINDCHAMPS PRESCHOOL @ BUANGKOK PTE LTD","PT","Private Operators","CC","69699947","mabelgoh@mindchamps.org","15,SERANGOON NORTH AVENUE 5,#02-00,554360","554360","na","na","More than 1 Year","Immediate","Immediate","Immediate","Immediate","Halal Food With No Beef (with Certification from MUIS)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-07-12","na"
"na","PT9574","Hanis Montessori Kindergarten ( Choa Chu Kang )","PT","Private Operators","KN","67665505","choa_chu_kang@ehanis.com.sg","707,CHOA CHU KANG STREET 53,#01-118,680707","680707","www.ehanis.com.sg","na","na","na","na","na","na","na","Malay|Others: Arabic","No","08:00-17:30","na","na","No","Yes","Yes","Yes","2020-07-09","na"
"na","PT7600","RED SCHOOLHOUSE PTE LTD","PT","Private Operators","CC","63533200","admin@redschhs.com","34,Sin Ming Lane,Midview City ,573955","573955","na","na","na","na","na","na","na","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-07-09","na"
"na","PT8989","IMAN CHILDCARE (JURONG) PTE. LTD.","PT","Private Operators","CC","62644163","suzliana@iman.edu.sg","399,YUNG SHENG ROAD,#01-19,610399","610399","www.iman.edu.sg","na","na","na","na","na","na","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","na","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-07-09","na"
"na","YM0158","MY WORLD PRESCHOOL LTD.","YM","MY World Preschool Ltd","CC","62982543","ccstg@myworld.org.sg","14,ST. GEORGE'S ROAD,#01-70,320014","320014","www.myworld.org.sg","na","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-07-08","na"
"na","RC1857","Marymount Preschool","RC","Not-for-Profit Organisation","CC","62564440","pohcheng@goodshepherd.edu.sg","9,LORONG 8 TOA PAYOH,GOOD SHEPHERD PLACE,319253","319253","https://mkg.edu.sg/","na","na","na","na","na","na","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","Yes","Yes","Yes","2020-07-07","na"
"na","RC1845","Kim Keat Christian Church Kindergarten","RC","Not-for-Profit Organisation","KN","91474667","kkcckindergarten@gmail.com","11,BENG WAN ROAD,339843","339843","na","na","na","na","na","na","na","na","Chinese|Tamil","No","08:00-12:00","na","na","No","No","Yes","No","2020-07-07","na"
"na","RC1776","AWWA LTD.","RC","Not-for-Profit Organisation","CC","65117389","sandy_koh@awwa.org.sg","20,LENGKOK BAHRU,#02-05,159053","159053","www.kindlegarden.com.sg","na","Immediate","Immediate","Immediate","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","na","na","No","No","Yes","Yes","2020-07-06","na"
"na","PT9346","GLOBAL TOTS @ SEMBAWANG PTE LTD","PT","Private Operators","CC","65561102","SEMBAWANG@GLOBALTOTS.COM.SG","579,SEMBAWANG PLACE,GOLDWOOD GARDENS,758427","758427","na","Immediate","Immediate","Immediate","Immediate","Immediate","More than 1 Year","Halal Food With No Beef (with Certification from MUIS)","na","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-07-06","na"
"na","PT7890","IMAN CHILDCARE PTE. LTD.","PT","Private Operators","CC","65841742","salmah@iman.edu.sg","148,PASIR RIS STREET 13,#01-34,510148","510148","www.iman.edu.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Others: Arabic","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-07-06","na"
"na","PT9404","REDPONY CENTRE CASHEW PTE. LTD.","PT","Private Operators","CC","67667915","redponycashew@gmail.com","32,CASHEW TERRACE,CASHEW ESTATE,679564","679564","na","More than 1 Year","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-07-05","na"
"na","PT9291","APOLLO INTERNATIONAL PRESCHOOL PRIVATE LIMITED","PT","Private Operators","CC","62090946","terese.teo@apollointernationalpreschool.com.sg","44,LIMAU GARDEN,BEDOK PARK,467903","467903","na","Immediate","Immediate","Immediate","Immediate","Immediate","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","na","na","No","No","Yes","No","2020-07-03","na"
"na","PT8835","STAR LEARNERS @ SENGKANG PTE. LTD.","PT","Private Operators","CC","62500173","mengwei.tan@starlearners.com.sg","266,COMPASSVALE BOW,#01-04,MULTI STOREY CAR PARK,540266","540266","na","na","Within 1 Year","More than 1 Year","More than 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","No","2020-07-02","na"
"na","PT9170","GLOBAL TOTS @ BRADDELL PTE. LTD.","PT","Private Operators","CC","62862533","BRADDELL@GLOBALTOTS.COM.SG","6,MUSWELL HILL,358421","358421","na","na","Immediate","Immediate","Within 1 Year","Immediate","More than 1 Year","Halal Food With No Beef (with Certification from MUIS)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-07-02","na"
"na","RC1510","PPIS CHILD DEVELOPMENT CENTRE - SEMBAWANG VISTA","RC","Not-for-Profit Organisation","CC","67543950","noridah.omar@ppis.sg","316,SEMBAWANG VISTA,#01-191,750316","750316","www.ppis.sg","na","na","na","na","na","na","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Malay","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","Yes","Yes","Yes","2020-07-02","na"
"na","RC1806","CGM Kindergarten","RC","Not-for-Profit Organisation","KN","97701072","karenlau19@gmail.com","172,CHOA CHU KANG AVENUE 1,COMFORT GARDEN,689457","689457","cgmkindergarten.com.sg","na","na","na","na","na","na","Others","Chinese","No","08:00-17:30","na","na","No","Yes","Yes","Yes","2020-07-01","na"
"na","RC1898","Tzu Chi Great Love PreSchool (Toa Payoh)","RC","Not-for-Profit Organisation","CC","81812179","preschool_tpy@tzuchi.org.sg","200,LORONG 2 TOA PAYOH,#01-04,TOA PAYOH WEST COMMUNITY CLUB,319642","319642","https://preschool.tzuchi.org.sg/","na","Immediate","Immediate","Immediate","Immediate","Immediate","Vegetarian","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-06-30","na"
"na","PT9751","My Prep School (Montessori) Pte Ltd","PT","Private Operators","KN","92226222","christinetan88@gmail.com","73,LUCKY HEIGHTS,LUCKY COURT,467624","467624","na","na","na","na","na","na","na","na","Chinese","No","08:30-14:30","na","na","No","No","Yes","No","2020-06-26","na"
"na","PT9750","Learning Adventure Preschool Pte Ltd","PT","Private Operators","CC","62468633","charlene@learningadventure.sg","15,PASIR RIS WAY,PASIR RIS BEACH PARK,518531","518531","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-26","na"
"na","PT8072","YASMINE @ FRANKEL EARLY LEARNING CENTRE","PT","Private Operators","CC","64496279","yasmineelc@gmail.com","38,Chai Chee Ave,#01-203,461038","461038","yasmineelc.com","Within 1 Year","More than 1 Year","Within 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Others: Arabic Language","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-06-26","na"
"na","RC1866","Zion Bishan Kindergarten","RC","Not-for-Profit Organisation","KN","92328021","principal@zbk.edu.sg","4,BISHAN STREET 13,ZION BISHAN BIBLE PRESBYTERIAN CHURCH,579792","579792","www.zbk.edu.sg","na","na","na","na","na","na","na","Chinese","No","08:00-17:00","na","na","No","Yes","Yes","No","2020-06-25","na"
"na","PT9633","Hanis Montessori Kindergarten (Kovan)","PT","Private Operators","KN","98450550","arina@ehanis.com.sg","777,UPPER SERANGOON ROAD,#01-01,SAI HO BUILDING,534645","534645","www.ehanis.com.sg","na","na","na","na","na","na","na","Malay|Others: Arabic","No","08:00-17:30","na","na","No","Yes","Yes","Yes","2020-06-25","na"
"na","PT9572","HANIS Montessori Kindergarten ( Pasir Ris )","PT","Private Operators","KN","65825505","pasir_ris@ehanis.com.sg","775,Blk 775 Pasir Ris St 71,#01-402,510775","510775","http://www.ehanis.com/hanis-montessori-kindergarten/","na","na","na","na","na","na","Halal Food With Beef (with Certification from MUIS)","Malay|Others: Arabic","No","08:00-17:30","na","na","No","Yes","Yes","Yes","2020-06-25","na"
"na","NT0500","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","648C,JURONG WEST STREET 61,#01-210,643648","643648","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-25","na"
"na","PT8456","MERLIONKIDS @ KOVAN PTE. LTD.","PT","Private Operators","CC","62881838","soniya@merlionkids.com","38,POH HUAT CRESCENT,POH HUAT GARDEN,546871","546871","www.merlionkids.com","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","na","na","No","No","Yes","No","2020-06-24","na"
"na","PT8653","MINDCHAMPS PRESCHOOL @ CITY SQUARE PTE. LTD","PT","Private Operators","CC","68344388","principal.citysquaremall@mindchamps.org","180,KITCHENER ROAD,#07-01,CITY SQUARE MALL,208539","208539","www.mindchampspreschool.org","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-06-23","na"
"na","PT8359","BAMBINI CHILDCARE LLP","PT","Private Operators","CC","64687790","bambinichildaread@gmail.com","03,Jalan Kakatua,JURONG PARK,598523","598523","http?/www.bambinichildcare.com.sg","na","Within 1 Year","Within 1 Year","More than 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-23","na"
"na","PT9584","HANIS Montessori Kindergarten ( Tampines )","PT","Private Operators","KN","67885505","tampines@ehanis.com.sg","374,TAMPINES STREET 34,#01-42,520374","520374","www.ehanis.com.sg","na","na","na","na","na","na","Others","Malay|Others: Arabic","No","08:00-17:30","na","na","No","Yes","Yes","Yes","2020-06-22","na"
"na","PT9681","LITTLE WOODS MONTESSORI PRE-SCHOOL PTE LTD","PT","Private Operators","KN","94740267","hafsa.fathah@gmail.com","45,GENTLE ROAD,309166","309166","www.littlewoodsmontessori.com","na","na","na","na","na","na","na","Chinese","No","08:00-14:30","na","na","No","Yes","Yes","No","2020-06-22","na"
"na","RC0900","SASCO CHILD CARE CENTRE (BEDOK)","RC","Not-for-Profit Organisation","CC","64490020","sascochildcare@gmail.com","93,BEDOK NORTH AVENUE 4,#01-1477,460093","460093","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT9221","WHIZ KIDS MONTESSORI @HOUGANG PTE LTD","PT","Private Operators","CC","62838689","WHIZKIDSMONTESSORI@GMAIL.COM","539,HOUGANG STREET 52,#01-54,530539","530539","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT8352","SUNSHINE KIDS EDUCARE PRIVATE LIMITED","PT","Private Operators","CC","81689028","SSKWeCare@Gmail.Com","321,HOUGANG AVENUE 5,#01-38,530321","530321","www.sunshinekidseducare.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT9535","SUNFLOWER PRESCHOOL @ HOUGANG CC (PRIVATE LIMITED)","PT","Private Operators","CC","62431936","sfhcc.cm@GMAIL.COM","35,HOUGANG AVENUE 3,#03-02,HOUGANG COMMUNITY CLUB,538840","538840","https://www.sunflowerkid.com/","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-06-22","na"
"na","SK0021","SKOOL4KIDZ CENTRE","SK","Skool4Kidz Pte Ltd","CC","69500305","hgbs@skool4kidz.com.sg","992B,BUANGKOK LINK,#01-181,BUANGKOK SQUARE,532992","532992","skool4kidz.com.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT3740","SAINT ELMO'S CHILD CARE","PT","Private Operators","CC","63876220","emilykoh3@hotmail.com","926,HOUGANG STREET 91,#01-83,530926","530926","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT8820","PAT'S SCHOOLHOUSE PTE. LTD.","PT","Private Operators","CC","86682512","NorkhamaliaRadzuan@patschoolhouse.com","19,AROOZOO AVENUE,PAYA LEBAR SWIMMING COMPLEX,539830","539830","na","na","na","na","na","na","na","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-06-22","na"
"na","PT9151","PAT'S SCHOOLHOUSE PTE. LTD.","PT","Private Operators","CC","62800891","lilianlai@patschoolhouse.com","755,UPPER SERANGOON ROAD,534625","534625","na","na","Within 1 Year","Within 1 Year","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","na","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-06-22","na"
"na","PT9172","OUR CHILDREN'S HOUSE PTE LTD","PT","Private Operators","CC","66357668","enquiriesoch@gmail.com","106,PAYA LEBAR CRESCENT,536186","536186","www.ourchildrenshouse.com.sg","na","Immediate","More than 1 Year","Immediate","More than 1 Year","Immediate","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","na","na","No","Yes","Yes","No","2020-06-22","na"
"na","NT0330","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","950,HOUGANG ST 91,#01-316,530950","530950","www.myfirstskool.com","na","Within 1 Year","Within 1 Year","Within 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","NT0290","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","667,HOUGANG AVE 4,#01-339,530667","530667","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
